2019-09-28 19:32:23,284: Key.ctrl
2019-09-28 19:34:07,560: Key.ctrl
2019-09-28 19:34:07,832: Key.ctrl
2019-09-28 19:34:08,140: Key.ctrl
2019-09-28 19:34:08,573: Key.ctrl
2019-09-28 19:34:08,803: Key.ctrl
2019-09-28 19:34:09,045: Key.ctrl
2019-09-28 19:34:09,307: Key.ctrl
2019-09-28 19:34:10,285: Key.cmd
2019-09-28 19:34:10,517: Key.cmd
2019-09-28 19:34:10,784: Key.cmd
2019-09-28 19:34:11,371: Key.alt
2019-09-28 19:34:11,602: Key.alt
2019-09-28 19:34:13,757: Key.cmd
2019-09-28 19:34:16,291: Key.cmd
2019-09-28 19:34:44,205: Key.cmd
2019-09-28 19:34:54,120: Key.shift_r
2019-09-28 19:34:56,758: Key.shift_r
2019-09-28 19:35:20,664: Key.cmd
2019-09-28 19:35:20,859: Key.cmd
2019-09-28 19:35:21,099: Key.cmd
2019-09-28 19:35:24,275: Key.cmd
2019-09-28 19:35:33,135: Key.alt
2019-09-28 19:35:33,560: Key.alt
2019-09-28 19:35:33,928: Key.alt
2019-09-28 19:35:34,360: Key.ctrl
2019-09-28 19:35:34,673: Key.ctrl
2019-09-28 19:35:34,951: Key.ctrl
2019-09-28 19:35:35,218: Key.cmd
2019-09-28 19:35:35,640: Key.cmd
2019-09-28 19:35:35,971: Key.cmd
2019-09-28 19:35:36,219: Key.cmd
2019-09-28 19:35:44,485: Key.caps_lock
2019-09-28 19:35:44,740: Key.caps_lock
2019-09-28 19:35:45,082: Key.caps_lock
2019-09-28 19:35:45,402: Key.caps_lock
2019-09-28 19:36:12,044: Key.cmd
2019-09-28 19:36:14,079: Key.cmd
2019-09-28 19:36:15,212: Key.cmd
2019-09-28 19:36:56,916: Key.ctrl
2019-09-28 19:37:25,812: Key.cmd
2019-09-28 19:37:34,596: Key.shift_r
2019-09-28 19:50:42,369: Key.shift_r
2019-09-28 19:50:43,907: Key.shift_r
2019-09-28 19:51:00,905: Key.cmd
2019-09-28 19:51:01,306: Key.cmd
2019-09-28 19:51:07,056: Key.cmd
2019-09-28 19:51:13,234: Key.cmd
2019-09-28 19:51:13,766: Key.cmd
2019-09-28 19:51:15,446: Key.cmd
2019-09-28 19:51:25,860: Key.shift_r
2019-09-28 19:51:34,104: Key.cmd
2019-09-28 19:51:37,178: Key.cmd
2019-09-28 19:51:37,954: Key.cmd
2019-09-28 19:51:41,738: Key.cmd
2019-09-28 19:51:42,135: Key.cmd
2019-09-28 19:51:43,683: Key.cmd
2019-09-28 19:51:45,145: Key.cmd
2019-09-28 19:51:46,618: Key.cmd
2019-09-28 19:51:51,114: Key.cmd
2019-09-28 19:51:51,957: Key.cmd
2019-09-28 19:51:53,370: Key.cmd
2019-09-28 19:51:54,984: Key.cmd
2019-09-28 19:51:56,621: Key.ctrl
2019-09-28 19:51:57,909: Key.ctrl
